InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
76_DONCASTER_3636,76,3636,Dr McGillicuddy's Mentholmnt,375mL,8004,SAZERAC CO INC             ,9365,2024-03-16,2024-03-21,2024-03-29,2024-05-10,5.03,24,120.72,1
35_HALIVAARA_3534,35,3534,Milagro Silver Tequila,750mL,3664,WILLIAM GRANT & SONS INC   ,12178,2024-09-19,2024-09-27,2024-10-11,2024-11-10,18.17,6,109.02,1
51_ABERDEEN_8082,51,8082,Baileys Irish Cream,1.75L,3960,DIAGEO NORTH AMERICA INC   ,13226,2024-11-25,2024-11-30,2024-12-05,2025-01-10,21.73,33,717.09,1
66_EANVERNESS_1346,66,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8659,2024-01-27,2024-02-03,2024-02-14,2024-03-19,22.55,5,112.75,1
73_DONCASTER_46201,73,46201,Petite Petit Phillips Lodi,750mL,4425,MARTIGNETTI COMPANIES,9309,2024-03-11,2024-03-15,2024-03-22,2024-04-25,11.25,12,135.0,2
62_KILMARNOCK_5445,62,5445,Jagermeister Liqueur,750mL,3089,SIDNEY FRANK IMPORTING CO  ,13405,2024-12-07,2024-12-14,2024-12-22,2025-02-02,11.76,10,117.6,1
24_PALPERROTH_3409,24,3409,Crystal Head Vodka,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,9148,2024-02-29,2024-03-10,2024-03-16,2024-04-25,32.14,6,192.84,1
52_GRAYCOTT_7159,52,7159,Ruffino Chianti,750mL,1392,CONSTELLATION BRANDS INC   ,9749,2024-04-12,2024-04-22,2024-04-28,2024-05-26,4.72,24,113.28,2
19_WINTERVALE_3826,19,3826,Skyy Vodka,1.75L,11567,CAMPARI AMERICA            ,12502,2024-10-07,2024-10-11,2024-10-22,2024-11-21,15.74,2,31.48,1
10_HORNSEY_903,10,903,Bombay Sapphire Gin,Liter,480,BACARDI USA INC            ,11606,2024-08-11,2024-08-17,2024-08-28,2024-10-01,18.79,12,225.48,1
53_HILLFAR_6938,53,6938,Vendange Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,11071,2024-07-05,2024-07-13,2024-07-18,2024-09-03,4.69,6,28.14,2
1_HARDERSFIELD_5135,1,5135,Ancho Reyes Chile Liqueur,750mL,3664,WILLIAM GRANT & SONS INC   ,8136,2023-12-21,2024-01-01,2024-01-11,2024-02-14,17.26,3,51.78,1
76_DONCASTER_26091,76,26091,Pacific Rim Rsl,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,11044,2024-07-03,2024-07-11,2024-07-25,2024-08-22,6.2,12,74.4,2
38_GOULCREST_3625,38,3625,Absolut 80 Proof,750mL,17035,PERNOD RICARD USA          ,12203,2024-09-21,2024-09-28,2024-10-03,2024-11-03,12.59,6,75.54,1
67_EANVERNESS_40337,67,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY         ,11431,2024-07-31,2024-08-11,2024-08-21,2024-10-01,6.57,12,78.84,2
56_BEGGAR'S HOLE_1383,56,1383,Smirnoff Red White & Berry,750mL,3960,DIAGEO NORTH AMERICA INC   ,10754,2024-06-20,2024-06-29,2024-07-10,2024-08-20,8.02,11,88.22,1
81_PEMBROKE_32648,81,32648,Beringer Classic Wh Znfdl,1.5L,9819,TREASURY WINE ESTATES      ,11830,2024-08-26,2024-09-01,2024-09-05,2024-10-23,5.3,6,31.8,2
9_BLACKPOOL_31186,9,31186,Almaden Merlot Cal B/B,5L,9815,WINE GROUP INC             ,13353,2024-12-04,2024-12-12,2024-12-23,2025-01-21,10.8,2,21.6,2
25_CAERSHIRE_8386,25,8386,Dry Sack Sherry,750mL,6785,PALM BAY INTERNATIONAL INC ,11450,2024-08-01,2024-08-12,2024-08-23,2024-09-29,9.85,12,118.2,1
66_EANVERNESS_25716,66,25716,Grgich Hills Chard Napa,750mL,4425,MARTIGNETTI COMPANIES,10438,2024-05-29,2024-06-10,2024-06-17,2024-07-31,25.8,8,206.4,2
60_IRRAGIN_3857,60,3857,Grey Goose Vodka,1.75L,480,BACARDI USA INC            ,9533,2024-03-28,2024-04-07,2024-04-16,2024-05-12,38.27,11,420.97,1
58_HARTLEPOOL_6876,58,6876,Sutter Home Clsc Chard,187mL 4 Pk,8892,TRINCHERO FAMILY ESTATES   ,13130,2024-11-18,2024-11-22,2024-12-05,2025-01-12,3.97,6,23.82,2
56_BEGGAR'S HOLE_6574,56,6574,Franzia Tap Wh Znfdl Cal,5L,9815,WINE GROUP INC             ,11474,2024-08-02,2024-08-10,2024-08-16,2024-09-21,9.99,3,29.97,2
11_CARDEND_37387,11,37387,Truchard Carneros Cab Svgn,750mL,10754,PERFECTA WINES             ,8408,2024-01-10,2024-01-19,2024-02-01,2024-03-06,21.37,12,256.44,2
1_HARDERSFIELD_26948,1,26948,Ferrari-Carano Chard,750mL,2000,SOUTHERN WINE & SPIRITS NE ,9441,2024-03-21,2024-04-01,2024-04-05,2024-05-07,11.53,48,553.44,2
18_FURNESS_3545,18,3545,Ketel One Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,12044,2024-09-11,2024-09-23,2024-09-29,2024-11-13,21.89,3,65.67,1
33_HORNSEY_3859,33,3859,Smirnoff 80 Proof,375mL,3960,DIAGEO NORTH AMERICA INC   ,8310,2024-01-03,2024-01-12,2024-01-19,2024-02-23,6.81,24,163.44,1
67_EANVERNESS_6535,67,6535,Sandeman Tawny Port,750mL,17035,PERNOD RICARD USA          ,12475,2024-10-05,2024-10-12,2024-10-25,2024-11-22,7.14,12,85.68,2
79_BALLYMENA_24592,79,24592,Vendange Cab Svgn,1.5L,1392,CONSTELLATION BRANDS INC   ,13645,2024-12-23,2024-12-31,2025-01-10,2025-02-02,4.69,6,28.14,2
60_IRRAGIN_25808,60,25808,Edna Valley Chard,750mL,3252,E & J GALLO WINERY         ,12586,2024-10-13,2024-10-21,2024-10-31,2024-12-02,7.84,32,250.88,2
15_WANBORNE_3840,15,3840,Smirnoff Raspberry Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11996,2024-09-07,2024-09-16,2024-09-21,2024-10-25,14.39,4,57.56,1
33_HORNSEY_13723,33,13723,Big House Red,3L,9815,WINE GROUP INC             ,12551,2024-10-10,2024-10-20,2024-10-28,2024-12-05,11.56,6,69.36,2
67_EANVERNESS_1376,67,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,10007,2024-04-29,2024-05-03,2024-05-12,2024-06-22,16.29,11,179.19,1
32_MOUNTMEND_44041,32,44041,Bella Sera Pinot Noir Delle,1.5L,3252,E & J GALLO WINERY         ,12016,2024-09-08,2024-09-12,2024-09-26,2024-11-01,7.61,6,45.66,2
59_CLAETHORPES_34904,59,34904,Smoking Loon Chard,750mL,9552,M S WALKER INC             ,9218,2024-03-06,2024-03-16,2024-03-24,2024-05-05,4.68,10,46.8,2
68_SOLARIS_19946,68,19946,Dolin Sweet White Vermouth,750mL,653,STATE WINE & SPIRITS   ,10197,2024-05-12,2024-05-20,2024-05-25,2024-06-28,9.73,12,116.76,2
68_SOLARIS_46201,68,46201,Petite Petit Phillips Lodi,750mL,4425,MARTIGNETTI COMPANIES,8529,2024-01-18,2024-01-25,2024-02-09,2024-03-05,11.25,12,135.0,2
49_GARIGILL_18066,49,18066,Sutter Home Pnt Grigio,187mL,8892,TRINCHERO FAMILY ESTATES   ,9444,2024-03-21,2024-03-29,2024-04-04,2024-05-11,0.99,48,47.52,2
1_HARDERSFIELD_3326,1,3326,Jenkins Gin,1.75L,9552,M S WALKER INC             ,12697,2024-10-20,2024-10-27,2024-11-01,2024-12-05,7.36,6,44.16,1
20_BREDWARDINE_24188,20,24188,St Francis Cab Svgn Sonoma,750mL,4692,KOBRAND CORPORATION        ,8951,2024-02-16,2024-02-24,2024-03-08,2024-04-12,8.55,12,102.6,2
76_DONCASTER_25290,76,25290,Notre Dame Cousignac CdR 13,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,11044,2024-07-03,2024-07-15,2024-07-25,2024-08-22,6.89,23,158.47,2
71_CLARCTON_3246,71,3246,Bentley's Vodka,1.75L,8004,SAZERAC CO INC             ,10946,2024-06-27,2024-07-07,2024-07-11,2024-08-13,6.71,3,20.13,1
52_GRAYCOTT_33039,52,33039,Beringer Fndrs Est Merlot,1.5L,9819,TREASURY WINE ESTATES      ,12800,2024-10-27,2024-11-04,2024-11-07,2024-12-12,10.32,6,61.92,2
23_ARBINGTON_834,23,834,Bols Brown Creme de Cacao,Liter,6213,MHW LTD                    ,12963,2024-11-07,2024-11-18,2024-11-22,2025-01-03,7.68,1,7.68,1
69_MOUNTMEND_6565,69,6565,Clos du Bois Cab Svgn N Cst,750mL,1392,CONSTELLATION BRANDS INC   ,13163,2024-11-22,2024-12-01,2024-12-13,2025-01-08,5.99,44,263.56,2
30_CULCHETH_4804,30,4804,Rhum Barbancourt RSV Special,750mL,6213,MHW LTD                    ,9608,2024-04-01,2024-04-04,2024-04-11,2024-05-28,12.14,12,145.68,1
68_SOLARIS_3672,68,3672,Shady Fruit Real Ruby Red Gr,750mL,3960,DIAGEO NORTH AMERICA INC   ,8310,2024-01-03,2024-01-13,2024-01-19,2024-02-23,8.26,12,99.12,1
69_MOUNTMEND_8921,69,8921,Sterling Cab Svgn,750mL,1590,DIAGEO CHATEAU ESTATE WINES,10313,2024-05-20,2024-05-26,2024-05-31,2024-06-30,11.45,36,412.2,2
74_PAENTMARWY_5342,74,5342,Grand Marnier,750mL,8112,MOET HENNESSY USA INC      ,9810,2024-04-15,2024-04-20,2024-04-29,2024-05-29,19.85,12,238.2,1
56_BEGGAR'S HOLE_38179,56,38179,Rex Goliath Chard,750mL,1392,CONSTELLATION BRANDS INC   ,10986,2024-06-30,2024-07-05,2024-07-17,2024-08-27,4.13,12,49.56,2
40_BULLMAR_11827,40,11827,Cupcake Merlot,750mL,9815,WINE GROUP INC             ,9045,2024-02-22,2024-03-01,2024-03-13,2024-04-08,4.76,11,52.36,2
23_ARBINGTON_3594,23,3594,Pinnacle Tropical Punch,50mL,12546,JIM BEAM BRANDS COMPANY    ,12523,2024-10-09,2024-10-20,2024-10-30,2024-12-06,0.77,119,91.63,1
30_CULCHETH_2017,30,2017,Redbreast Irish Whiskey,750mL,17035,PERNOD RICARD USA          ,10672,2024-06-14,2024-06-20,2024-06-27,2024-08-10,44.77,3,134.31,1
34_PITMERDEN_17914,34,17914,Thorny Rose Red,750mL,1392,CONSTELLATION BRANDS INC   ,11246,2024-07-18,2024-07-28,2024-08-08,2024-09-09,6.2,12,74.4,2
50_MOUNTMEND_14410,50,14410,Liberty Crk Vyd Pnt Grigio,1.5L,3252,E & J GALLO WINERY         ,13321,2024-12-02,2024-12-08,2024-12-19,2025-01-27,5.26,12,63.12,2
19_WINTERVALE_5708,19,5708,Dr McGillicuddy's Root Beer,50mL,8004,SAZERAC CO INC             ,8732,2024-02-01,2024-02-11,2024-02-17,2024-03-20,0.38,59,22.42,1
2_ASHBORNE_7977,2,7977,M & R X Dry Vermouth,1.5L,480,BACARDI USA INC            ,11606,2024-08-11,2024-08-18,2024-08-28,2024-10-01,7.49,5,37.45,1
79_BALLYMENA_2890,79,2890,Four Roses Bourbon,750mL,9552,M S WALKER INC             ,9119,2024-02-28,2024-03-09,2024-03-16,2024-04-21,21.25,6,127.5,1
7_STANMORE_3243,7,3243,Burnetts Vodka,1.75L,3924,HEAVEN HILL DISTILLERIES   ,10006,2024-04-29,2024-05-03,2024-05-13,2024-06-12,8.26,9,74.34,1
69_MOUNTMEND_24798,69,24798,The Pinot Project Pnt Nr,750mL,10754,PERFECTA WINES             ,12069,2024-09-12,2024-09-19,2024-09-26,2024-10-29,8.38,2,16.76,2
22_SHARNWICK_5801,22,5801,Dr McGillicuddy's Peppermint,50mL,8004,SAZERAC CO INC             ,11827,2024-08-26,2024-09-01,2024-09-12,2024-10-15,0.73,120,87.6,1
9_BLACKPOOL_1189,9,1189,Mad River 3 Pack Revolution,200mL 3 Pk,9552,M S WALKER INC             ,12697,2024-10-20,2024-10-26,2024-11-01,2024-12-05,39.36,10,393.6,1
9_BLACKPOOL_3625,9,3625,Absolut 80 Proof,750mL,17035,PERNOD RICARD USA          ,9811,2024-04-15,2024-04-18,2024-05-01,2024-05-28,12.59,12,151.08,1
70_KELD_26456,70,26456,Ravenswood Vntnrs Blnd Chard,750mL,1392,CONSTELLATION BRANDS INC   ,12077,2024-09-13,2024-09-20,2024-10-01,2024-10-27,4.5,24,108.0,2
31_HORNSEY_14439,31,14439,Barefoot Sweet Red,750mL,3252,E & J GALLO WINERY         ,9169,2024-03-02,2024-03-10,2024-03-18,2024-04-26,3.42,12,41.04,2
66_EANVERNESS_3876,66,3876,Smirnoff 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,12585,2024-10-13,2024-10-17,2024-10-31,2024-11-29,13.95,4,55.8,1
66_EANVERNESS_19566,66,19566,Contratto 08 Milesimato Brut,750mL,9552,M S WALKER INC             ,8865,2024-02-10,2024-02-15,2024-02-26,2024-04-01,14.14,14,197.96,2
11_CARDEND_178,11,178,Wild Turkey Russell's RSV,750mL,11567,CAMPARI AMERICA            ,12621,2024-10-16,2024-10-28,2024-11-03,2024-12-07,20.76,5,103.8,1
37_PAETHSMOUTH_5337,37,5337,Drambuie,750mL,3664,WILLIAM GRANT & SONS INC   ,12439,2024-10-02,2024-10-10,2024-10-20,2024-11-23,20.6,12,247.2,1
23_ARBINGTON_3227,23,3227,Taaka Gin,1.75L,8004,SAZERAC CO INC             ,9312,2024-03-11,2024-03-17,2024-03-29,2024-04-28,6.86,6,41.16,1
45_VERITAS_6349,45,6349,Glen Ellen Chard RSV,1.5L,9815,WINE GROUP INC             ,8285,2023-12-31,2024-01-06,2024-01-18,2024-02-23,4.63,4,18.52,2
15_WANBORNE_35103,15,35103,Ruffino Chianti Superiore,750mL,1392,CONSTELLATION BRANDS INC   ,12182,2024-09-20,2024-09-28,2024-10-09,2024-11-18,6.7,12,80.4,2
44_PORTHCRAWL_40098,44,40098,Black Box Merlot Cal,3L,1392,CONSTELLATION BRANDS INC   ,10448,2024-05-30,2024-06-09,2024-06-13,2024-07-27,10.38,4,41.52,2
50_MOUNTMEND_33960,50,33960,Allegrini Valpolicella Clsc,750mL,3252,E & J GALLO WINERY         ,11528,2024-08-07,2024-08-17,2024-08-26,2024-10-09,9.8,24,235.2,2
7_STANMORE_3696,7,3696,Gilbeys Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,11705,2024-08-18,2024-08-26,2024-09-04,2024-10-16,7.6,5,38.0,1
72_HARDERSFIELD_6420,72,6420,R M Woodbridge Chard Cal,750mL,1392,CONSTELLATION BRANDS INC   ,13486,2024-12-13,2024-12-23,2024-12-28,2025-02-12,3.18,11,34.98,2
74_PAENTMARWY_11488,74,11488,C K Mondavi Cab Svgn,1.5L,2000,SOUTHERN WINE & SPIRITS NE ,9993,2024-04-28,2024-05-04,2024-05-09,2024-06-25,7.53,6,45.18,2
13_TARMSWORTH_4262,13,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,10468,2024-05-31,2024-06-08,2024-06-15,2024-07-24,11.19,21,234.99,1
9_BLACKPOOL_14551,9,14551,Cava Mistinguett Brut,750mL,10754,PERFECTA WINES             ,8628,2024-01-25,2024-02-01,2024-02-16,2024-03-16,5.29,9,47.61,2
52_GRAYCOTT_2531,52,2531,WhistlePig 10 Yr Old Rye,750mL,10754,PERFECTA WINES             ,11597,2024-08-10,2024-08-19,2024-08-24,2024-09-27,46.37,6,278.22,1
49_GARIGILL_3510,49,3510,Smirnoff Light Lemon Sorbet,750mL,3960,DIAGEO NORTH AMERICA INC   ,8575,2024-01-21,2024-01-26,2024-02-03,2024-03-06,8.65,12,103.8,1
2_ASHBORNE_2586,2,2586,Jameson Irish Whiskey,50mL,17035,PERNOD RICARD USA          ,10672,2024-06-14,2024-06-23,2024-06-27,2024-08-10,2.21,12,26.52,1
27_MOUNTMEND_8068,27,8068,Absolut 80 Proof,1.75L,17035,PERNOD RICARD USA          ,10606,2024-06-09,2024-06-14,2024-06-24,2024-07-31,18.24,54,984.96,1
39_EASTHALLOW_3253,39,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,13421,2024-12-08,2024-12-12,2024-12-24,2025-01-21,9.08,6,54.48,1
61_AETHELNEY_6937,61,6937,Cavit Pinot Grigio,1.5L,6785,PALM BAY INTERNATIONAL INC ,13073,2024-11-15,2024-11-21,2024-12-01,2025-01-02,6.75,3,20.25,2
1_HARDERSFIELD_11152,1,11152,Stemmari Pt Nr,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8371,2024-01-06,2024-01-14,2024-01-19,2024-02-24,5.26,12,63.12,2
44_PORTHCRAWL_5694,44,5694,Ice Box Mudslide,1.75L,8004,SAZERAC CO INC             ,11982,2024-09-06,2024-09-12,2024-09-23,2024-10-26,7.74,6,46.44,1
76_DONCASTER_19224,76,19224,Miraval Cotes de Prvnce Rose,750mL,1587,VINEYARD BRANDS INC        ,11562,2024-08-08,2024-08-18,2024-08-30,2024-09-26,12.74,22,280.28,2
38_GOULCREST_3660,38,3660,Deep Eddy Ruby Red Vodka,1.75L,3924,HEAVEN HILL DISTILLERIES   ,11349,2024-07-25,2024-08-04,2024-08-16,2024-09-11,21.05,1,21.05,1
31_HORNSEY_5111,31,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC             ,9859,2024-04-19,2024-04-28,2024-05-05,2024-06-08,0.72,114,82.08,1
10_HORNSEY_5111,10,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC             ,12763,2024-10-25,2024-11-03,2024-11-15,2024-12-17,0.72,98,70.56,1
73_DONCASTER_3246,73,3246,Bentley's Vodka,1.75L,8004,SAZERAC CO INC             ,12547,2024-10-10,2024-10-20,2024-10-24,2024-12-11,6.71,15,100.65,1
34_PITMERDEN_3220,34,3220,Svedka Clementine Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,11526,2024-08-07,2024-08-15,2024-08-26,2024-09-24,14.72,6,88.32,1
68_SOLARIS_3656,68,3656,Stolichnaya Vanil,1.75L,8664,"STOLI GROUP,(USA) LLC      ",12944,2024-11-06,2024-11-16,2024-11-21,2025-01-05,19.99,4,79.96,1
23_ARBINGTON_2035,23,2035,Glen Moray Classic Scotch,750mL,7153,PINE STATE TRADING CO      ,9591,2024-03-31,2024-04-07,2024-04-18,2024-05-29,14.28,6,85.68,1
77_TAMWORTH_5111,77,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC             ,12246,2024-09-23,2024-09-27,2024-10-05,2024-11-15,0.72,117,84.24,1
2_ASHBORNE_4066,2,4066,Bacardi Oakheart Spiced Rum,1.75L,480,BACARDI USA INC            ,11491,2024-08-04,2024-08-08,2024-08-17,2024-09-20,12.85,6,77.1,1
66_EANVERNESS_1373,66,1373,Jim Beam Honey,750mL,12546,JIM BEAM BRANDS COMPANY    ,11416,2024-07-29,2024-08-03,2024-08-16,2024-09-10,10.36,11,113.96,1
75_BARNCOMBE_6854,75,6854,Carlo Rossi Burgundy Calif,4L,3252,E & J GALLO WINERY         ,9169,2024-03-02,2024-03-12,2024-03-18,2024-04-26,9.86,5,49.3,2
31_HORNSEY_15355,31,15355,Decoy Duckhorn Chard Sonoma,750mL,4425,MARTIGNETTI COMPANIES,13652,2024-12-23,2024-12-30,2025-01-09,2025-02-18,9.12,12,109.44,2
11_CARDEND_2114,11,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC   ,9623,2024-04-03,2024-04-15,2024-04-23,2024-05-24,9.41,13,122.33,1
10_HORNSEY_2646,10,2646,Chivas Regal,1.75L,17035,PERNOD RICARD USA          ,10248,2024-05-16,2024-05-25,2024-06-06,2024-07-02,43.3,24,1039.2,1
23_ARBINGTON_19260,23,19260,The Beach House Pinot Grigio,750mL,653,STATE WINE & SPIRITS   ,9703,2024-04-07,2024-04-12,2024-04-20,2024-05-31,6.45,12,77.4,2
14_BROMWICH_2079,14,2079,Jack Daniels Sngl Barrel Rye,750mL,1128,BROWN-FORMAN CORP          ,10480,2024-06-01,2024-06-06,2024-06-18,2024-07-28,39.99,6,239.94,1
12_LEESIDE_3237,12,3237,Firefly Sweet Tea Vodka,1.75L,8004,SAZERAC CO INC             ,11320,2024-07-22,2024-07-28,2024-08-03,2024-09-03,18.17,6,109.02,1
49_GARIGILL_30735,49,30735,Sonoma-Cutrer Cutrer V Chard,750mL,1128,BROWN-FORMAN CORP          ,13224,2024-11-25,2024-11-29,2024-12-08,2025-01-15,19.07,6,114.42,2
54_GUTHRAM_38370,54,38370,Oyster Bay Svgn Bl Marlboro,750mL,4425,MARTIGNETTI COMPANIES,12730,2024-10-23,2024-11-01,2024-11-11,2024-12-18,6.59,12,79.08,2
2_ASHBORNE_6264,2,6264,Cooks Extra Dry,750mL,1392,CONSTELLATION BRANDS INC   ,12953,2024-11-07,2024-11-17,2024-11-21,2024-12-22,4.79,12,57.48,2
68_SOLARIS_8288,68,8288,Korbel Brut,750mL,1128,BROWN-FORMAN CORP          ,13068,2024-11-15,2024-11-23,2024-12-01,2025-01-12,7.94,14,111.16,2
22_SHARNWICK_42099,22,42099,Bota Box Pnt Grigio Cal,3L,2242,DELICATO VINEYARDS INC     ,12415,2024-10-02,2024-10-10,2024-10-24,2024-11-30,11.4,3,34.2,2
2_ASHBORNE_3456,2,3456,Tanqueray Sterling Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11300,2024-07-21,2024-07-30,2024-08-03,2024-09-14,13.27,35,464.45,1
57_LANTEGLOS_15428,57,15428,Ruffino Prosecco Sparkling,750mL,1392,CONSTELLATION BRANDS INC   ,11327,2024-07-24,2024-08-04,2024-08-09,2024-09-17,7.94,12,95.28,2
39_EASTHALLOW_25992,39,25992,Murphy-Goode Cab Svgn Cal,750mL,9552,M S WALKER INC             ,9877,2024-04-20,2024-04-28,2024-05-10,2024-06-07,7.43,12,89.16,2
9_BLACKPOOL_8189,9,8189,Camarena Silver Tequila,1.75L,3252,E & J GALLO WINERY         ,9644,2024-04-04,2024-04-13,2024-04-23,2024-05-31,25.59,6,153.54,1
10_HORNSEY_3352,10,3352,Ciroc Coconut Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,11907,2024-09-01,2024-09-06,2024-09-13,2024-10-19,18.79,11,206.69,1
52_GRAYCOTT_21019,52,21019,Black Box Pnt Nr,3L,1392,CONSTELLATION BRANDS INC   ,12655,2024-10-18,2024-10-28,2024-11-03,2024-12-13,10.66,5,53.3,2
21_BALERNO_16484,21,16484,Layer Cake Centrl Cst Pnt Nr,750mL,4425,MARTIGNETTI COMPANIES,10720,2024-06-17,2024-06-23,2024-07-01,2024-07-30,10.52,12,126.24,2
72_HARDERSFIELD_43809,72,43809,R M Woodbridge Pnt Nr,1.5L,1392,CONSTELLATION BRANDS INC   ,13163,2024-11-22,2024-11-28,2024-12-13,2025-01-08,5.84,3,17.52,2
59_CLAETHORPES_6649,59,6649,Wente Morning Fog Chard,750mL,2000,SOUTHERN WINE & SPIRITS NE ,9078,2024-02-24,2024-02-29,2024-03-07,2024-04-24,7.87,12,94.44,2
69_MOUNTMEND_4345,69,4345,Capt Morgan Tattoo Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,10700,2024-06-16,2024-06-22,2024-06-29,2024-08-09,15.62,12,187.44,1
7_STANMORE_3684,7,3684,Fleischmanns Royal Vodka,1.75L,660,SAZERAC NORTH AMERICA INC. ,8665,2024-01-27,2024-02-02,2024-02-11,2024-03-13,7.68,10,76.8,1
68_SOLARIS_3840,68,3840,Smirnoff Raspberry Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,10936,2024-06-27,2024-07-08,2024-07-16,2024-08-13,14.39,5,71.95,1
41_LARNWICK_5891,41,5891,Ryans Irish Cream,1.75L,8004,SAZERAC CO INC             ,10442,2024-05-29,2024-06-08,2024-06-20,2024-07-26,11.84,21,248.64,1
76_DONCASTER_24579,76,24579,Mt Beautiful Svgn Bl,750mL,10754,PERFECTA WINES             ,11707,2024-08-18,2024-08-26,2024-08-29,2024-10-15,10.27,11,112.97,2
38_GOULCREST_4478,38,4478,Myers Original Dark Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,10126,2024-05-09,2024-05-18,2024-05-31,2024-07-04,13.53,11,148.83,1
38_GOULCREST_19848,38,19848,Carnivor Cab Svgn,750mL,3252,E & J GALLO WINERY         ,10396,2024-05-26,2024-05-31,2024-06-10,2024-07-10,5.33,8,42.64,2
8_ALNERWICK_3769,8,3769,Jenkins Vodka,1.75L,9552,M S WALKER INC             ,12560,2024-10-11,2024-10-20,2024-10-25,2024-12-07,7.02,11,77.22,1
42_BLACK HOLLOW_3329,42,3329,Seagrams Extra Smooth Vodka,1.75L,9165,ULTRA BEVERAGE COMPANY LLP ,11442,2024-07-31,2024-08-14,2024-08-22,2024-10-02,10.84,3,32.52,1
71_CLARCTON_4478,71,4478,Myers Original Dark Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,12841,2024-10-31,2024-11-10,2024-11-14,2024-12-27,13.53,12,162.36,1
73_DONCASTER_1798,73,1798,Talisker Distillers Edition,750mL,3960,DIAGEO NORTH AMERICA INC   ,9904,2024-04-22,2024-04-29,2024-05-07,2024-06-14,51.09,6,306.54,1
66_EANVERNESS_3668,66,3668,Belvedere Polish Vodka,1.75L,8112,MOET HENNESSY USA INC      ,8348,2024-01-05,2024-01-12,2024-01-21,2024-03-01,34.12,4,136.48,1
67_EANVERNESS_3278,67,3278,Gordons London Dry,750mL,3960,DIAGEO NORTH AMERICA INC   ,13320,2024-12-02,2024-12-09,2024-12-19,2025-01-13,5.79,12,69.48,1
53_HILLFAR_45822,53,45822,Masciarelli Montepulciano,750mL,10754,PERFECTA WINES             ,11451,2024-08-01,2024-08-12,2024-08-18,2024-09-19,5.37,12,64.44,2
64_CESTERFIELD_184,64,184,Hornitos Plata VAP,750mL,12546,JIM BEAM BRANDS COMPANY    ,9907,2024-04-22,2024-04-25,2024-05-04,2024-06-17,13.04,6,78.24,1
12_LEESIDE_3422,12,3422,Beefeater,750mL,17035,PERNOD RICARD USA          ,10885,2024-06-25,2024-07-01,2024-07-08,2024-08-11,15.99,12,191.88,1
33_HORNSEY_8506,33,8506,Myers Original Dark Rum,1.75L,3960,DIAGEO NORTH AMERICA INC   ,10851,2024-06-25,2024-07-01,2024-07-12,2024-08-16,21.42,4,85.68,1
41_LARNWICK_7977,41,7977,M & R X Dry Vermouth,1.5L,480,BACARDI USA INC            ,8548,2024-01-20,2024-01-26,2024-02-02,2024-03-19,7.49,5,37.45,1
21_BALERNO_41159,21,41159,Phillips Earthquake Ld Znfdl,750mL,4425,MARTIGNETTI COMPANIES,11928,2024-09-02,2024-09-08,2024-09-14,2024-10-24,16.1,36,579.6,2
42_BLACK HOLLOW_1232,42,1232,Jack Daniels No 7 Black,750mL,1128,BROWN-FORMAN CORP          ,12393,2024-09-30,2024-10-05,2024-10-12,2024-11-18,15.93,24,382.32,1
32_MOUNTMEND_46381,32,46381,Ghost Pines Merlot L Martini,750mL,3252,E & J GALLO WINERY         ,8999,2024-02-19,2024-02-22,2024-02-29,2024-04-10,9.14,12,109.68,2
79_BALLYMENA_27474,79,27474,BiancaVigna Prosecco Brut,750mL,9552,M S WALKER INC             ,12756,2024-10-25,2024-10-31,2024-11-07,2024-12-25,9.86,12,118.32,2
