InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
50_MOUNTMEND_3951,50,3951,Hornitos Reposado Tequila,50mL,1,2.49,2.49,2024-12-03,50.0,1,0.05,12546,JIM BEAM BRANDS COMPANY    
37_PAETHSMOUTH_5694,37,5694,Ice Box Mudslide,1.75L,1,9.99,9.99,2024-10-21,1750.0,1,1.84,8004,SAZERAC CO INC             
33_HORNSEY_12771,33,12771,Joel Gott Cab Svgn 815,750mL,1,12.99,12.99,2024-12-18,750.0,2,0.11,8892,TRINCHERO FAMILY ESTATES   
71_CLARCTON_29248,71,29248,Toasted Head Chard,750mL,1,9.99,9.99,2024-11-27,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
32_MOUNTMEND_41252,32,41252,Beringer Classic Pnt Grigio,1.5L,1,9.99,9.99,2024-08-08,1500.0,2,0.22,9819,TREASURY WINE ESTATES      
23_ARBINGTON_8441,23,8441,Baileys Irish Cream,375mL,2,25.98,12.99,2024-12-26,375.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
56_BEGGAR'S HOLE_2585,56,2585,Jameson Irish Whiskey,750mL,8,207.92,25.99,2024-12-30,750.0,1,6.3,17035,PERNOD RICARD USA          
78_EASTHAVEN_8678,78,8678,Banfi Chianti Clsc RSV,750mL,1,16.99,16.99,2024-07-01,750.0,2,0.11,516,BANFI PRODUCTS CORP        
34_PITMERDEN_25163,34,25163,Colavita Pnt Nr,750mL,12,59.88,4.99,2024-03-21,750.0,2,1.35,4425,MARTIGNETTI COMPANIES
24_PALPERROTH_24327,24,24327,La Crema Pnt Nr Sonoma Cst,750mL,1,21.99,21.99,2024-08-30,750.0,2,0.11,10000,MAJESTIC FINE WINES        
71_CLARCTON_3498,71,3498,Baileys Vanilla Cinnamon,750mL,1,21.99,21.99,2024-09-13,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
77_TAMWORTH_4278,77,4278,Capt Morgan Parrot Bay Cocnt,750mL,1,11.99,11.99,2024-12-11,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
15_WANBORNE_3769,15,3769,Jenkins Vodka,1.75L,5,44.95,8.99,2024-12-09,1750.0,1,9.19,9552,M S WALKER INC             
38_GOULCREST_8504,38,8504,R M Woodbridge Cab Svgn Cal,1.5L,3,29.97,9.99,2024-08-24,1500.0,2,0.68,1392,CONSTELLATION BRANDS INC   
34_PITMERDEN_20439,34,20439,Torremoron Tinto,750mL,3,20.37,6.79,2024-03-23,750.0,2,0.34,10754,PERFECTA WINES             
50_MOUNTMEND_115,50,115,Belvedere Vodka,Liter,6,167.94,27.99,2024-11-22,1000.0,1,6.3,8112,MOET HENNESSY USA INC      
23_ARBINGTON_4264,23,4264,Capt Morgan Spiced Rum Trav,750mL,2,33.98,16.99,2024-12-10,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_3830,50,3830,Grey Goose L'Orange Vodka,750mL,1,23.99,23.99,2024-04-23,750.0,1,0.79,480,BACARDI USA INC            
10_HORNSEY_38322,10,38322,Fuki Sake,750mL,1,11.99,11.99,2024-12-24,750.0,2,0.11,7153,PINE STATE TRADING CO      
44_PORTHCRAWL_45535,44,45535,Citra Pnt Grigio,1.5L,18,197.82,10.99,2024-06-10,1500.0,2,4.05,6785,PALM BAY INTERNATIONAL INC 
38_GOULCREST_44182,38,44182,Tommasi Poggio Al Tufo Rompi,750mL,1,16.99,16.99,2024-07-02,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
64_CESTERFIELD_6526,64,6526,Peter Lehmann Shiraz,750mL,1,7.99,7.99,2024-04-07,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
74_PAENTMARWY_1892,74,1892,Yukon Jack,50mL,5,4.95,0.99,2024-06-14,50.0,1,0.26,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_5505,50,5505,Pallini Limoncello Liqueur,750mL,1,18.99,18.99,2024-07-25,750.0,1,0.79,1485,CASTLE BRANDS CORP.        
71_CLARCTON_3802,71,3802,Three Olives Vodka,1.75L,3,53.97,17.99,2024-04-14,1750.0,1,5.51,7245,PROXIMO SPIRITS INC.       
59_CLAETHORPES_8498,59,8498,R M Woodbridge Svgn Bl Cal,1.5L,1,9.99,9.99,2024-08-04,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_4257,1,4257,Bacardi Grapefruit Rum,50mL,7,6.93,0.99,2024-06-29,50.0,1,0.37,480,BACARDI USA INC            
51_ABERDEEN_35413,51,35413,Yellow Tail Shiraz Ausl,750mL,2,15.98,7.99,2024-09-09,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
69_MOUNTMEND_23521,69,23521,Insurrection Cab/Shiraz,750mL,3,32.97,10.99,2024-01-18,750.0,2,0.34,9815,WINE GROUP INC             
14_BROMWICH_5805,14,5805,Jose Cuervo Light Margaritas,1.75L,1,15.99,15.99,2024-09-17,1750.0,1,1.84,7245,PROXIMO SPIRITS INC.       
56_BEGGAR'S HOLE_3913,56,3913,Svedka Vodka,1.75L,3,56.97,18.99,2024-06-18,1750.0,1,5.51,1392,CONSTELLATION BRANDS INC   
58_HARTLEPOOL_523,58,523,Castello Del Poggio Moscato,750mL,2,19.98,9.99,2024-07-22,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
64_CESTERFIELD_35916,64,35916,Stone Cellars Merlot,1.5L,1,8.99,8.99,2024-07-08,1500.0,2,0.22,9819,TREASURY WINE ESTATES      
8_ALNERWICK_7917,8,7917,Tooters Ala-Bama Slama 15 Pk,375mL,1,8.99,8.99,2024-06-27,375.0,1,0.39,5270,MANGO BOTTLING INC         
8_ALNERWICK_8701,8,8701,Sheffield Cream Sherry,1.5L,2,19.98,9.99,2024-02-29,1500.0,2,0.45,3252,E & J GALLO WINERY         
69_MOUNTMEND_38133,69,38133,Il Bastardo Sangiovese Tosc,750mL,1,8.99,8.99,2024-11-21,750.0,2,0.11,10754,PERFECTA WINES             
12_LEESIDE_38546,12,38546,Mark West Pnt Nr Sonoma,750mL,1,9.99,9.99,2024-06-08,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_19947,1,19947,Josh Cellars Svgn Bl,750mL,1,12.99,12.99,2024-02-06,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
2_ASHBORNE_3272,2,3272,Sobieski Vodka,1.75L,1,17.99,17.99,2024-12-03,1750.0,1,1.84,9552,M S WALKER INC             
17_OLDHAM_8504,17,8504,R M Woodbridge Cab Svgn Cal,1.5L,2,17.98,8.99,2024-03-18,1500.0,2,0.45,1392,CONSTELLATION BRANDS INC   
32_MOUNTMEND_2753,32,2753,Johnnie Walker Black Label,1.75L,1,61.99,61.99,2024-10-04,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_16289,69,16289,Barefoot Bubbly Pink Moscato,750mL,6,41.7,6.95,2024-09-05,750.0,2,0.68,3252,E & J GALLO WINERY         
38_GOULCREST_3020,38,3020,Pinnacle Blueberry Vodka,750mL,1,10.99,10.99,2024-05-15,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
76_DONCASTER_18881,76,18881,Middle Sister Pnt Nr Goodie,750mL,1,9.99,9.99,2024-05-21,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
19_WINTERVALE_8111,19,8111,Smirnoff 80 Proof,50mL,11,10.89,0.99,2024-04-14,50.0,1,0.58,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_9037,69,9037,Prairie Organic Cucumber Vod,750mL,2,39.98,19.99,2024-04-09,750.0,1,1.57,9206,PHILLIPS PRODUCTS CO.      
66_EANVERNESS_1415,66,1415,Old Grand Dad,750mL,1,13.99,13.99,2024-11-12,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
76_DONCASTER_5890,76,5890,Godiva Wh Chocolate Liqueur,750mL,1,23.99,23.99,2024-05-27,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
7_STANMORE_8223,7,8223,Dom Chandon Blanc de Noir C,750mL,4,59.96,14.99,2024-08-01,750.0,1,3.15,8112,MOET HENNESSY USA INC      
38_GOULCREST_25725,38,25725,Prophecy Svgn Bl,750mL,1,7.99,7.99,2024-07-11,750.0,2,0.11,3252,E & J GALLO WINERY         
67_EANVERNESS_24535,67,24535,Giesen Svgn Bl,750mL,2,21.98,10.99,2024-05-31,750.0,2,0.22,653,STATE WINE & SPIRITS   
41_LARNWICK_4181,41,4181,Calypso Spiced Rum,1.75L,2,21.98,10.99,2024-11-19,1750.0,1,3.67,660,SAZERAC NORTH AMERICA INC. 
2_ASHBORNE_3288,2,3288,Svedka Strwbry Lemonad Vodka,1.75L,6,113.94,18.99,2024-07-01,1750.0,1,11.02,1392,CONSTELLATION BRANDS INC   
38_GOULCREST_4878,38,4878,Allens Coffee Brandy,750mL,5,32.45,6.49,2024-06-21,750.0,1,3.94,9552,M S WALKER INC             
6_GOULCREST_11219,6,11219,Josh Cellars Cab Svgn Sonoma,750mL,18,233.1,12.95,2024-05-27,750.0,2,2.02,4425,MARTIGNETTI COMPANIES
51_ABERDEEN_3851,51,3851,Grey Goose Vodka,375mL,4,63.96,15.99,2024-02-13,375.0,1,1.57,480,BACARDI USA INC            
63_SWORDBREAK_2143,63,2143,Canadian Mist,1.75L,1,13.99,13.99,2024-04-04,1750.0,1,1.84,1128,BROWN-FORMAN CORP          
65_LUTON_19848,65,19848,Carnivor Cab Svgn,750mL,2,17.98,8.99,2024-09-08,750.0,2,0.22,3252,E & J GALLO WINERY         
27_MOUNTMEND_5192,27,5192,Kahlua Mocha,750mL,1,18.99,18.99,2024-09-24,750.0,1,0.79,17035,PERNOD RICARD USA          
74_PAENTMARWY_3253,74,3253,Gilbeys London Dry,1.75L,4,49.96,12.49,2024-03-26,1750.0,1,7.35,12546,JIM BEAM BRANDS COMPANY    
48_NORFOLK_6581,48,6581,Ch Ste Michelle Merlot Colum,750mL,1,12.95,12.95,2024-09-02,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
69_MOUNTMEND_2704,69,2704,Serpent's Bite Cider Whiskey,50mL,1,0.99,0.99,2024-04-18,50.0,1,0.05,1392,CONSTELLATION BRANDS INC   
56_BEGGAR'S HOLE_2792,56,2792,Jim Beam Apple,50mL,1,0.99,0.99,2024-03-01,50.0,1,0.05,12546,JIM BEAM BRANDS COMPANY    
62_KILMARNOCK_6724,62,6724,Black Opal Cashmore Cab Svgn,750mL,1,6.99,6.99,2024-07-07,750.0,2,0.11,9819,TREASURY WINE ESTATES      
77_TAMWORTH_8790,77,8790,Bolla Valpolicella,1.5L,1,15.99,15.99,2024-06-28,1500.0,2,0.22,516,BANFI PRODUCTS CORP        
78_EASTHAVEN_8064,78,8064,Canadian Club,50mL,5,4.95,0.99,2024-03-22,50.0,1,0.26,12546,JIM BEAM BRANDS COMPANY    
50_MOUNTMEND_11825,50,11825,Cupcake Cab Svgn,750mL,4,29.96,7.49,2024-12-13,750.0,2,0.45,9815,WINE GROUP INC             
11_CARDEND_5735,11,5735,Malibu Rum,750mL,1,12.99,12.99,2024-10-06,750.0,1,0.79,17035,PERNOD RICARD USA          
76_DONCASTER_8100,76,8100,Jefferson's Manhattan RTD,750mL,1,39.99,39.99,2024-07-16,750.0,1,0.79,1485,CASTLE BRANDS CORP.        
50_MOUNTMEND_782,50,782,Remy Martin 1738 Accord Ryl,750mL,38,1709.62,44.99,2024-03-25,750.0,1,29.92,7239,REMY COINTREAU USA INC     
60_IRRAGIN_5401,60,5401,Jagermeister Liqueur,200mL,1,5.99,5.99,2024-10-22,200.0,1,0.21,3089,SIDNEY FRANK IMPORTING CO  
51_ABERDEEN_11828,51,11828,Cupcake Svgn Bl,750mL,1,6.99,6.99,2024-11-01,750.0,2,0.11,9815,WINE GROUP INC             
77_TAMWORTH_2590,77,2590,The Black Grouse Scotch,1.75L,1,46.99,46.99,2024-01-18,1750.0,1,1.84,2561,EDRINGTON AMERICAS         
69_MOUNTMEND_3780,69,3780,Three Olives Raspberry Vodk,750mL,1,14.99,14.99,2024-12-10,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
66_EANVERNESS_2810,66,2810,Bib & Tucker Bourbon,750mL,1,55.99,55.99,2024-08-11,750.0,1,0.79,653,STATE WINE & SPIRITS   
14_BROMWICH_8985,14,8985,J Roget Spumante,750mL,2,11.98,5.99,2024-12-30,750.0,1,1.57,1392,CONSTELLATION BRANDS INC   
52_GRAYCOTT_25958,52,25958,DarkHorse Rose,750mL,1,7.99,7.99,2024-08-26,750.0,2,0.11,3252,E & J GALLO WINERY         
59_CLAETHORPES_5765,59,5765,Jose Cuervo Lime Margarita,1.75L,1,13.99,13.99,2024-08-02,1750.0,1,1.84,7245,PROXIMO SPIRITS INC.       
74_PAENTMARWY_4798,74,4798,Sambuca Romana Liqueur,50mL,9,17.91,1.99,2024-10-03,50.0,1,0.47,3960,DIAGEO NORTH AMERICA INC   
68_SOLARIS_14672,68,14672,Duckhorn Decoy Cab Svgn,750mL,4,67.8,16.95,2024-12-30,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
41_LARNWICK_8452,41,8452,Cruzan Aged Light Rum,1.75L,2,33.98,16.99,2024-06-10,1750.0,1,3.67,12546,JIM BEAM BRANDS COMPANY    
55_DRY GULCH_12224,55,12224,Banfi Centine Bianco Toscana,750mL,1,9.99,9.99,2024-01-09,750.0,2,0.11,516,BANFI PRODUCTS CORP        
7_STANMORE_8922,7,8922,Taylor Lake Country Red,3L,1,7.99,7.99,2024-08-21,3000.0,2,0.45,1392,CONSTELLATION BRANDS INC   
14_BROMWICH_5628,14,5628,Baja Rosa Strawberry Liqueur,750mL,2,19.98,9.99,2024-06-18,750.0,1,1.57,8004,SAZERAC CO INC             
66_EANVERNESS_3679,66,3679,Chopin Vodka,750mL,1,21.99,21.99,2024-01-28,750.0,1,0.79,6213,MHW LTD                    
15_WANBORNE_8504,15,8504,R M Woodbridge Cab Svgn Cal,1.5L,2,23.98,11.99,2024-02-02,1500.0,2,0.45,1392,CONSTELLATION BRANDS INC   
55_DRY GULCH_27351,55,27351,Almaden Chard Cal B/B,5L,2,31.98,15.99,2024-04-20,5000.0,2,1.5,9815,WINE GROUP INC             
14_BROMWICH_3830,14,3830,Grey Goose L'Orange Vodka,750mL,2,55.98,27.99,2024-05-15,750.0,1,1.57,480,BACARDI USA INC            
74_PAENTMARWY_6869,74,6869,Benziger Chard,750mL,1,9.99,9.99,2024-01-26,750.0,2,0.11,9815,WINE GROUP INC             
27_MOUNTMEND_5317,27,5317,B & B Liqueur Dom,50mL,2,6.58,3.29,2024-01-22,50.0,1,0.1,480,BACARDI USA INC            
10_HORNSEY_3244,10,3244,Burnetts Vodka,750mL,1,6.79,6.79,2024-06-16,750.0,1,0.79,3924,HEAVEN HILL DISTILLERIES   
65_LUTON_5708,65,5708,Dr McGillicuddy's Root Beer,50mL,5,4.95,0.99,2024-10-21,50.0,1,0.26,8004,SAZERAC CO INC             
76_DONCASTER_2008,76,2008,Rebel Yell Small Batch Rye,750mL,1,19.99,19.99,2024-11-29,750.0,1,0.79,8352,LUXCO INC                  
67_EANVERNESS_25046,67,25046,Bully Hill Love My Goat Rd,750mL,2,17.98,8.99,2024-10-16,750.0,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
41_LARNWICK_3348,41,3348,Bombay Sapphire Gin,1.75L,4,119.96,29.99,2024-12-16,1750.0,1,7.35,480,BACARDI USA INC            
77_TAMWORTH_8111,77,8111,Smirnoff 80 Proof,50mL,2,1.98,0.99,2024-09-22,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
27_MOUNTMEND_5767,27,5767,Jose Cuervo Strawberry Marg,1.75L,2,27.98,13.99,2024-03-12,1750.0,1,3.67,7245,PROXIMO SPIRITS INC.       
6_GOULCREST_33988,6,33988,Cavit Chardonnay Trentino,1.5L,1,11.75,11.75,2024-09-12,1500.0,2,0.22,6785,PALM BAY INTERNATIONAL INC 
33_HORNSEY_419,33,419,Absolut Citron,Liter,1,19.99,19.99,2024-04-18,1000.0,1,1.05,17035,PERNOD RICARD USA          
1_HARDERSFIELD_3910,1,3910,Hornitos Plata Tequila,375mL,1,12.99,12.99,2024-01-02,375.0,1,0.39,12546,JIM BEAM BRANDS COMPANY    
68_SOLARIS_3989,68,3989,Deep Eddy Lemon Vodka,750mL,6,107.94,17.99,2024-10-01,750.0,1,4.72,3924,HEAVEN HILL DISTILLERIES   
59_CLAETHORPES_1385,59,1385,Makers Mark,750mL,2,61.98,30.99,2024-09-28,750.0,1,1.57,12546,JIM BEAM BRANDS COMPANY    
64_CESTERFIELD_3683,64,3683,Stolichnaya Ohranj,750mL,1,16.99,16.99,2024-09-26,750.0,1,0.79,8664,"STOLI GROUP,(USA) LLC      "
59_CLAETHORPES_4125,59,4125,Bird Dog Kentucky Whiskey,50mL,1,0.99,0.99,2024-08-17,50.0,1,0.05,9625,WESTERN SPIRITS BEVERAGE CO
75_BARNCOMBE_10254,75,10254,Beringer Classic Chard,750mL,7,34.93,4.99,2024-06-17,750.0,2,0.79,9819,TREASURY WINE ESTATES      
76_DONCASTER_25181,76,25181,Grahams 2000 Vintage Port,750mL,1,95.99,95.99,2024-03-02,750.0,2,0.11,9552,M S WALKER INC             
56_BEGGAR'S HOLE_42188,56,42188,Moet & Chandon Nectar Imp Rs,750mL,2,109.98,54.99,2024-07-03,750.0,2,0.22,8112,MOET HENNESSY USA INC      
10_HORNSEY_8144,10,8144,Corralejo Reposado Tequila,750mL,1,39.99,39.99,2024-04-16,750.0,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
4_EANVERNESS_4149,4,4149,Sailor Jerry Spiced Navy Rum,50mL,3,4.47,1.49,2024-05-12,50.0,1,0.16,3664,WILLIAM GRANT & SONS INC   
7_STANMORE_5270,7,5270,Southern Comfort,50mL,2,1.98,0.99,2024-08-19,50.0,1,0.1,8004,SAZERAC CO INC             
19_WINTERVALE_8815,19,8815,Ch Ste Michelle Chard Colmbi,750mL,3,23.85,7.95,2024-11-10,750.0,2,0.34,8673,STE MICHELLE WINE ESTATES  
67_EANVERNESS_22030,67,22030,Pulenta Est La Flor Malbec,750mL,1,16.99,16.99,2024-08-27,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
21_BALERNO_35413,21,35413,Yellow Tail Shiraz Ausl,750mL,1,7.99,7.99,2024-12-26,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
66_EANVERNESS_19870,66,19870,Yellow Tail Sangria,1.5L,2,29.98,14.99,2024-04-16,1500.0,2,0.45,4425,MARTIGNETTI COMPANIES
38_GOULCREST_8264,38,8264,Ch Ste Michelle Rsl,750mL,3,35.97,11.99,2024-03-25,750.0,2,0.34,8673,STE MICHELLE WINE ESTATES  
14_BROMWICH_5255,14,5255,TGI Fridays Ultimte Mudslide,1.75L,1,12.99,12.99,2024-07-22,1750.0,1,1.84,4466,AMERICAN VINTAGE BEVERAGE  
53_HILLFAR_8822,53,8822,Absolut 80 Proof,50mL,6,11.94,1.99,2024-05-22,50.0,1,0.32,17035,PERNOD RICARD USA          
50_MOUNTMEND_11414,50,11414,Beringer Classic Moscato,750mL,6,29.94,4.99,2024-09-03,750.0,2,0.68,9819,TREASURY WINE ESTATES      
50_MOUNTMEND_15876,50,15876,3 Brooms Svgn Bl Marlborough,750mL,1,13.99,13.99,2024-08-29,750.0,2,0.11,10754,PERFECTA WINES             
32_MOUNTMEND_15503,32,15503,Opici Sangria,3L,1,13.99,13.99,2024-02-29,3000.0,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP 
6_GOULCREST_10596,6,10596,Almaden Mt Rhine Calif B/B,5L,1,16.99,16.99,2024-03-11,5000.0,2,0.75,9815,WINE GROUP INC             
6_GOULCREST_24829,6,24829,Cecchi Chianti Classico,750mL,2,21.98,10.99,2024-01-09,750.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
51_ABERDEEN_2757,51,2757,Johnnie Walker Red Label,1.75L,1,29.99,29.99,2024-08-30,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
76_DONCASTER_3236,76,3236,Pinnacle Pecan Pie,750mL,1,9.49,9.49,2024-04-11,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
32_MOUNTMEND_5438,32,5438,Emmets Irish Cream,750mL,1,9.99,9.99,2024-03-16,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
76_DONCASTER_16724,76,16724,Ch Haut Gravet Saint-Emillon,750mL,2,79.98,39.99,2024-05-10,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
34_PITMERDEN_4902,34,4902,Ron Virgin Bold Coconut Rum,750mL,1,10.99,10.99,2024-03-25,750.0,1,0.79,9552,M S WALKER INC             
79_BALLYMENA_19755,79,19755,Velvet Crush Red Blend,750mL,1,10.99,10.99,2024-11-12,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
71_CLARCTON_7715,71,7715,Andre Extra Dry,750mL,2,10.98,5.49,2024-08-07,750.0,2,0.22,3252,E & J GALLO WINERY         
57_LANTEGLOS_3625,57,3625,Absolut 80 Proof,750mL,5,84.95,16.99,2024-08-26,750.0,1,3.94,17035,PERNOD RICARD USA          
7_STANMORE_1634,7,1634,The Famous Grouse,1.75L,4,119.96,29.99,2024-02-13,1750.0,1,7.35,2561,EDRINGTON AMERICAS         
74_PAENTMARWY_6173,74,6173,Gallo Fairbanks Red Port,1.5L,1,7.99,7.99,2024-09-02,1500.0,2,0.22,3252,E & J GALLO WINERY         
69_MOUNTMEND_1269,69,1269,Jeffersons Bourbon,750mL,3,77.97,25.99,2024-12-07,750.0,1,2.36,1485,CASTLE BRANDS CORP.        
25_CAERSHIRE_1376,25,1376,Jim Beam,1.75L,8,175.92,21.99,2024-06-02,1750.0,1,14.7,12546,JIM BEAM BRANDS COMPANY    
31_HORNSEY_77,31,77,Three Olives Espresso Vodka,750mL,2,25.98,12.99,2024-02-06,750.0,1,1.57,7245,PROXIMO SPIRITS INC.       
49_GARIGILL_8424,49,8424,1800 Coconut Tequila,750mL,2,53.98,26.99,2024-02-26,750.0,1,1.57,7245,PROXIMO SPIRITS INC.       
68_SOLARIS_4149,68,4149,Sailor Jerry Spiced Navy Rum,50mL,3,4.47,1.49,2024-06-02,50.0,1,0.16,3664,WILLIAM GRANT & SONS INC   
5_SUTTON_6213,5,6213,Taylor Red Port,1.5L,1,7.99,7.99,2024-09-25,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
24_PALPERROTH_34905,24,34905,Smoking Loon Merlot,750mL,1,7.99,7.99,2024-09-10,750.0,2,0.11,9552,M S WALKER INC             
76_DONCASTER_31384,76,31384,Benton Lane Pnt Nr Ore,750mL,1,27.99,27.99,2024-09-30,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_2062,1,2062,Woodford Reserve Bourbon,1.75L,1,60.99,60.99,2024-12-17,1750.0,1,1.84,1128,BROWN-FORMAN CORP          
2_ASHBORNE_2232,2,2232,Sipsmith Gin,750mL,1,42.99,42.99,2024-05-24,750.0,1,0.79,4425,MARTIGNETTI COMPANIES 
60_IRRAGIN_35393,60,35393,Tohu Svgn Bl Marlboro,750mL,1,12.99,12.99,2024-07-20,750.0,2,0.11,9552,M S WALKER INC             
73_DONCASTER_4662,73,4662,Capt Morgan White PET,1.75L,5,99.95,19.99,2024-08-08,1750.0,1,9.19,3960,DIAGEO NORTH AMERICA INC   
74_PAENTMARWY_36378,74,36378,MezzaCorona Pnt Grigio,1.5L,5,44.95,8.99,2024-08-30,1500.0,2,1.12,9165,ULTRA BEVERAGE COMPANY LLP 
74_PAENTMARWY_3502,74,3502,Pinnacle Vodka,750mL,1,10.99,10.99,2024-07-26,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
10_HORNSEY_1258,10,1258,Jim Beam Black,750mL,1,22.99,22.99,2024-07-08,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
76_DONCASTER_5218,76,5218,Chila Orchata Cinnamon Cream,750mL,1,13.99,13.99,2024-07-09,750.0,1,0.79,8004,SAZERAC CO INC             
55_DRY GULCH_8910,55,8910,Finlandia Vodka,50mL,1,0.99,0.99,2024-02-19,50.0,1,0.05,1128,BROWN-FORMAN CORP          
69_MOUNTMEND_2244,69,2244,Crown Royal Vanilla,750mL,5,114.95,22.99,2024-12-20,750.0,1,3.94,3960,DIAGEO NORTH AMERICA INC   
43_WOLFORD_3489,43,3489,Tanqueray,1.75L,5,144.95,28.99,2024-08-06,1750.0,1,9.19,3960,DIAGEO NORTH AMERICA INC   
62_KILMARNOCK_3682,62,3682,Belvedere Vodka,750mL,1,22.99,22.99,2024-04-03,750.0,1,0.79,8112,MOET HENNESSY USA INC      
60_IRRAGIN_3787,60,3787,Jose Cuervo Especial Silver,750mL,5,84.95,16.99,2024-07-02,750.0,1,3.94,7245,PROXIMO SPIRITS INC.       
40_BULLMAR_38178,40,38178,Rex Goliath Cab Svgn,750mL,1,7.99,7.99,2024-10-19,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
67_EANVERNESS_25901,67,25901,Cupcake Prosecco,187mL 3 Pk,1,9.99,9.99,2024-08-28,187.0,2,0.03,9815,WINE GROUP INC             
55_DRY GULCH_44340,55,44340,Irony Pnt Nr Monterey,750mL,1,12.99,12.99,2024-03-22,750.0,2,0.11,2242,DELICATO VINEYARDS INC     
66_EANVERNESS_8621,66,8621,Sho Chiku Bai Takara Sake,750mL,2,12.58,6.29,2024-06-24,750.0,1,1.57,8920,TAKARA SAKE USA INC        
10_HORNSEY_1634,10,1634,The Famous Grouse,1.75L,1,27.99,27.99,2024-08-13,1750.0,1,1.84,2561,EDRINGTON AMERICAS         
34_PITMERDEN_10932,34,10932,Bridlewood Blend 175 C C,750mL,2,21.98,10.99,2024-07-09,750.0,2,0.22,3252,E & J GALLO WINERY         
6_GOULCREST_4414,6,4414,Cruzan Pineapple Rum,750mL,1,9.99,9.99,2024-07-08,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
33_HORNSEY_23474,33,23474,Anew Rose,750mL,2,19.98,9.99,2024-07-08,750.0,2,0.22,8673,STE MICHELLE WINE ESTATES  
66_EANVERNESS_37904,66,37904,Trapiche Broquel Mndz Malbec,750mL,3,32.97,10.99,2024-10-14,750.0,2,0.34,9815,WINE GROUP INC             
5_SUTTON_2672,5,2672,Dewars White Label,50mL,1,2.29,2.29,2024-12-04,50.0,1,0.05,480,BACARDI USA INC            
47_PELLA'S WISH_44452,47,44452,Ravenswood Zen of Zin Znfdl,750mL,1,12.99,12.99,2024-05-15,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
61_AETHELNEY_12771,61,12771,Joel Gott Cab Svgn 815,750mL,1,13.99,13.99,2024-06-19,750.0,2,0.11,8892,TRINCHERO FAMILY ESTATES   
73_DONCASTER_7977,73,7977,M & R X Dry Vermouth,1.5L,2,20.98,10.49,2024-01-04,1500.0,1,3.15,480,BACARDI USA INC            
20_BREDWARDINE_8837,20,8837,Santa Rita 120 Cab Svgn,750mL,2,11.98,5.99,2024-03-05,750.0,2,0.22,6785,PALM BAY INTERNATIONAL INC 
45_VERITAS_5440,45,5440,Jagermeister Liqueur,1.75L,1,34.99,34.99,2024-06-27,1750.0,1,1.84,3089,SIDNEY FRANK IMPORTING CO  
64_CESTERFIELD_10680,64,10680,Segura Viudas Brut RSV,750mL,2,25.98,12.99,2024-06-27,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
